    éûä‘[ms],  ñÄéCóÕ[gf],    ñÄéCåWêî
      2528.0,       1.307,       0.131
      2529.0,       1.058,       0.106
      2530.0,       0.903,       0.090
      2531.0,       0.903,       0.090
      2532.0,       1.058,       0.106
      2533.0,       1.214,       0.121
      2534.0,       1.400,       0.140
      2535.0,       1.432,       0.143
      2536.0,       1.307,       0.131
      2537.0,       1.089,       0.109
      2538.0,       0.934,       0.093
      2539.0,       0.871,       0.087
      2540.0,       0.934,       0.093
      2541.0,       1.058,       0.106
      2542.0,       1.183,       0.118
      2543.0,       1.214,       0.121
      2544.0,       1.183,       0.118
      2545.0,       1.089,       0.109
      2546.0,       0.965,       0.096
      2547.0,       0.934,       0.093
      2548.0,       0.871,       0.087
      2549.0,       0.903,       0.090
      2550.0,       0.996,       0.100
      2551.0,       1.089,       0.109
      2552.0,       1.120,       0.112
      2553.0,       1.151,       0.115
      2554.0,       1.089,       0.109
      2555.0,       1.027,       0.103
      2556.0,       1.027,       0.103
      2557.0,       1.058,       0.106
      2558.0,       1.151,       0.115
      2559.0,       1.214,       0.121
      2560.0,       1.276,       0.128
      2561.0,       1.276,       0.128
      2562.0,       1.276,       0.128
      2563.0,       1.214,       0.121
      2564.0,       1.214,       0.121
      2565.0,       1.214,       0.121
      2566.0,       1.276,       0.128
      2567.0,       1.338,       0.134
      2568.0,       1.369,       0.137
      2569.0,       1.432,       0.143
      2570.0,       1.463,       0.146
      2571.0,       1.494,       0.149
      2572.0,       1.463,       0.146
      2573.0,       1.463,       0.146
      2574.0,       1.369,       0.137
      2575.0,       1.307,       0.131
      2576.0,       1.245,       0.124
      2577.0,       1.183,       0.118
      2578.0,       1.183,       0.118
      2579.0,       1.183,       0.118
      2580.0,       1.120,       0.112
      2581.0,       1.027,       0.103
      2582.0,       0.903,       0.090
      2583.0,       0.809,       0.081
      2584.0,       0.747,       0.075
      2585.0,       0.809,       0.081
      2586.0,       0.965,       0.096
      2587.0,       1.151,       0.115
      2588.0,       1.369,       0.137
      2589.0,       1.400,       0.140
      2590.0,       1.400,       0.140
      2591.0,       1.307,       0.131
      2592.0,       1.214,       0.121
      2593.0,       1.245,       0.124
      2594.0,       1.400,       0.140
      2595.0,       1.649,       0.165
      2596.0,       1.836,       0.184
      2597.0,       1.930,       0.193
      2598.0,       1.805,       0.181
      2599.0,       1.525,       0.152
      2600.0,       1.307,       0.131
      2601.0,       1.151,       0.115
      2602.0,       1.151,       0.115
      2603.0,       1.276,       0.128
      2604.0,       1.400,       0.140
      2605.0,       1.432,       0.143
      2606.0,       1.338,       0.134
